pid,face_id,version,trust_rating,emotion_rating,fem_choice,femininity_full,masc_choice,masculinity_full,export_timestamp,data_source
test_029,face_31,both,3,4,right,9,neither,1,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_029,face_31,left,4,3,right,9,neither,1,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_029,face_31,right,8,9,right,9,neither,1,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_029,face_32,both,7,4,right,4,right,3,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_029,face_32,left,6,4,right,4,right,3,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_029,face_32,right,6,8,right,4,right,3,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_029,face_33,both,1,2,both,6,right,3,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_029,face_33,left,3,7,both,6,right,3,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_029,face_33,right,7,4,both,6,right,3,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_029,face_34,both,6,4,neither,5,right,3,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_029,face_34,left,4,3,neither,5,right,3,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_029,face_34,right,7,8,neither,5,right,3,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_029,face_35,both,5,3,both,2,neither,6,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_029,face_35,left,8,6,both,2,neither,6,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_029,face_35,right,5,1,both,2,neither,6,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_1,both,6,2,neither,2,both,6,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_1,left,9,2,neither,2,both,6,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_1,right,8,1,neither,2,both,6,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_2,both,6,2,neither,9,right,4,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_2,left,7,6,neither,9,right,4,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_2,right,1,4,neither,9,right,4,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_3,both,1,5,left,3,both,5,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_3,left,6,7,left,3,both,5,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_3,right,7,4,left,3,both,5,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_4,both,6,7,right,2,neither,6,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_4,left,2,7,right,2,neither,6,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_4,right,9,3,right,2,neither,6,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_5,both,2,8,right,4,both,8,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_5,left,4,4,right,4,both,8,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_5,right,9,9,right,4,both,8,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_6,both,1,4,right,5,right,4,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_6,left,8,6,right,5,right,4,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_6,right,6,2,right,5,right,4,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_7,both,4,5,left,8,left,7,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_7,left,8,1,left,8,left,7,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_7,right,7,4,left,8,left,7,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_8,both,4,4,neither,9,neither,9,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_8,left,1,4,neither,9,neither,9,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_8,right,1,7,neither,9,neither,9,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_9,both,7,6,left,1,both,5,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_9,left,1,4,left,1,both,5,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_9,right,6,9,left,1,both,5,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_10,both,2,2,left,5,neither,2,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_10,left,4,3,left,5,neither,2,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_10,right,3,8,left,5,neither,2,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_11,both,1,6,right,6,both,1,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_11,left,3,2,right,6,both,1,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_11,right,4,5,right,6,both,1,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_12,both,5,5,left,3,left,2,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_12,left,1,4,left,3,left,2,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_12,right,5,2,left,3,left,2,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_13,both,7,4,left,9,right,8,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_13,left,6,4,left,9,right,8,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_13,right,8,2,left,9,right,8,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_14,both,9,7,right,6,left,9,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_14,left,6,4,right,6,left,9,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_14,right,7,9,right,6,left,9,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_15,both,1,7,neither,2,both,1,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_15,left,1,4,neither,2,both,1,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_15,right,5,4,neither,2,both,1,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_16,both,6,9,neither,1,both,1,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_16,left,4,5,neither,1,both,1,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_16,right,2,8,neither,1,both,1,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_17,both,5,4,right,5,both,3,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_17,left,9,9,right,5,both,3,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_17,right,1,4,right,5,both,3,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_18,both,6,6,left,2,left,6,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_18,left,2,8,left,2,left,6,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_18,right,9,6,left,2,left,6,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_19,both,3,4,both,1,right,7,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_19,left,7,3,both,1,right,7,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_19,right,5,7,both,1,right,7,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_20,both,1,5,right,9,both,6,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_20,left,5,9,right,9,both,6,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_20,right,9,9,right,9,both,6,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_21,both,2,1,neither,1,neither,7,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_21,left,8,8,neither,1,neither,7,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_21,right,1,8,neither,1,neither,7,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_22,both,5,3,right,6,both,4,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_22,left,3,4,right,6,both,4,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_22,right,2,9,right,6,both,4,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_23,both,7,4,both,6,right,7,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_23,left,5,3,both,6,right,7,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_23,right,6,9,both,6,right,7,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_24,both,7,5,left,7,right,8,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_24,left,2,2,left,7,right,8,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_24,right,4,2,left,7,right,8,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_25,both,4,9,neither,6,right,3,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_25,left,5,9,neither,6,right,3,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_25,right,9,1,neither,6,right,3,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_26,both,7,9,right,5,both,1,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_26,left,5,5,right,5,both,1,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_26,right,6,6,right,5,both,1,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_27,both,8,7,left,5,left,5,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_27,left,9,3,left,5,left,5,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_27,right,3,1,left,5,left,5,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_28,both,1,3,both,3,neither,6,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_28,left,6,2,both,3,neither,6,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_28,right,7,2,both,3,neither,6,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_29,both,2,3,both,6,both,7,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_29,left,3,5,both,6,both,7,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_29,right,6,8,both,6,both,7,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_30,both,5,4,neither,8,both,8,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_30,left,2,2,neither,8,both,8,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_30,right,1,5,neither,8,both,8,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_31,both,1,7,left,2,left,2,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_31,left,3,8,left,2,left,2,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_31,right,6,3,left,2,left,2,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_32,both,9,8,right,2,right,9,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_32,left,8,5,right,2,right,9,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_32,right,3,6,right,2,right,9,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_33,both,4,2,both,9,neither,2,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_33,left,3,4,both,9,neither,2,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_33,right,2,5,both,9,neither,2,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_34,both,4,4,left,1,right,3,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_34,left,9,6,left,1,right,3,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_34,right,1,6,left,1,right,3,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_35,both,5,2,neither,4,right,6,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_35,left,9,1,neither,4,right,6,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_030,face_35,right,7,8,neither,4,right,6,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_1,both,6,6,both,4,neither,1,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_1,left,2,2,both,4,neither,1,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_1,right,7,4,both,4,neither,1,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_2,both,6,6,left,9,left,5,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_2,left,1,5,left,9,left,5,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_2,right,3,5,left,9,left,5,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_3,both,2,6,both,5,neither,1,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_3,left,4,8,both,5,neither,1,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_3,right,1,4,both,5,neither,1,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_4,both,5,2,right,7,right,5,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_4,left,6,9,right,7,right,5,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_4,right,8,3,right,7,right,5,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_5,both,3,2,both,4,left,6,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_5,left,3,2,both,4,left,6,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_5,right,9,6,both,4,left,6,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_6,both,9,1,both,9,neither,8,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_6,left,6,2,both,9,neither,8,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_6,right,7,6,both,9,neither,8,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_7,both,2,1,both,3,left,8,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_7,left,5,3,both,3,left,8,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_7,right,9,8,both,3,left,8,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_8,both,7,2,right,6,both,6,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_8,left,8,4,right,6,both,6,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_8,right,3,4,right,6,both,6,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_9,both,2,3,neither,5,neither,5,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_9,left,4,3,neither,5,neither,5,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_9,right,8,3,neither,5,neither,5,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_10,both,8,4,left,8,right,5,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_10,left,8,9,left,8,right,5,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_10,right,7,2,left,8,right,5,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_11,both,2,8,both,1,neither,4,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_11,left,7,9,both,1,neither,4,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_11,right,4,1,both,1,neither,4,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_12,both,1,7,right,6,right,7,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_12,left,8,1,right,6,right,7,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_12,right,9,4,right,6,right,7,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_13,both,3,5,both,7,neither,5,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_13,left,3,1,both,7,neither,5,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_13,right,4,1,both,7,neither,5,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_14,both,1,2,left,2,right,6,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_14,left,3,3,left,2,right,6,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_14,right,1,7,left,2,right,6,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_15,both,2,8,right,8,both,8,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_15,left,2,5,right,8,both,8,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_15,right,4,5,right,8,both,8,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_16,both,1,9,right,4,right,9,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_16,left,2,9,right,4,right,9,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_16,right,2,8,right,4,right,9,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_17,both,8,6,neither,5,neither,1,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_17,left,1,7,neither,5,neither,1,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_17,right,7,6,neither,5,neither,1,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_18,both,4,1,right,4,right,2,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_18,left,1,2,right,4,right,2,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_18,right,7,7,right,4,right,2,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_19,both,6,8,left,7,left,5,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_19,left,2,8,left,7,left,5,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_19,right,8,7,left,7,left,5,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_20,both,9,5,neither,2,right,4,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_20,left,8,5,neither,2,right,4,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_20,right,1,3,neither,2,right,4,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_21,both,5,2,both,8,right,2,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_21,left,5,9,both,8,right,2,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_21,right,8,8,both,8,right,2,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_22,both,9,1,left,8,left,3,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_22,left,3,9,left,8,left,3,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_22,right,9,7,left,8,left,3,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_23,both,4,6,right,6,neither,5,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_23,left,3,2,right,6,neither,5,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_23,right,4,3,right,6,neither,5,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_24,both,2,9,neither,7,both,3,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_24,left,7,1,neither,7,both,3,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_24,right,6,6,neither,7,both,3,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_25,both,6,9,right,3,right,4,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_25,left,9,7,right,3,right,4,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_25,right,1,5,right,3,right,4,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_26,both,4,2,neither,4,neither,4,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_26,left,4,8,neither,4,neither,4,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_26,right,1,2,neither,4,neither,4,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_27,both,2,5,left,4,left,8,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_27,left,3,3,left,4,left,8,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_27,right,7,3,left,4,left,8,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_28,both,1,2,neither,9,right,1,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_28,left,6,2,neither,9,right,1,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_28,right,9,9,neither,9,right,1,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_29,both,1,5,left,1,left,5,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_29,left,9,6,left,1,left,5,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_29,right,1,3,left,1,left,5,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_30,both,3,6,both,5,both,7,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_30,left,2,5,both,5,both,7,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_30,right,8,3,both,5,both,7,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_31,both,7,5,neither,9,right,1,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_31,left,5,6,neither,9,right,1,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_31,right,3,1,neither,9,right,1,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_32,both,2,4,right,8,both,4,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_32,left,8,1,right,8,both,4,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_32,right,9,6,right,8,both,4,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_33,both,7,3,left,2,left,5,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_33,left,1,2,left,2,left,5,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_33,right,2,2,left,2,left,5,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_34,both,4,8,neither,6,left,9,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_34,left,2,5,neither,6,left,9,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_34,right,7,1,neither,6,left,9,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_35,both,7,2,both,3,both,5,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_35,left,8,3,both,3,both,5,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_031,face_35,right,3,5,both,3,both,5,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_032,face_1,both,1,3,both,7,right,8,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_032,face_1,left,4,9,both,7,right,8,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_032,face_1,right,7,9,both,7,right,8,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_032,face_2,both,9,4,right,7,neither,8,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_032,face_2,left,5,6,right,7,neither,8,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_032,face_2,right,2,7,right,7,neither,8,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_032,face_3,both,6,8,right,6,both,6,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_032,face_3,left,6,6,right,6,both,6,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_032,face_3,right,9,9,right,6,both,6,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_032,face_4,both,7,9,neither,2,both,2,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_032,face_4,left,4,1,neither,2,both,2,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_032,face_4,right,1,3,neither,2,both,2,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_032,face_5,both,6,9,left,2,left,8,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_032,face_5,left,7,7,left,2,left,8,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_032,face_5,right,4,6,left,2,left,8,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_032,face_6,both,2,2,left,3,left,1,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_032,face_6,left,3,8,left,3,left,1,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_032,face_6,right,8,7,left,3,left,1,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_032,face_7,both,3,5,both,4,left,3,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_032,face_7,left,6,2,both,4,left,3,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_032,face_7,right,2,8,both,4,left,3,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_032,face_8,both,7,5,both,1,left,6,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_032,face_8,left,9,8,both,1,left,6,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_032,face_8,right,2,5,both,1,left,6,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_032,face_9,both,8,4,left,3,both,6,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_032,face_9,left,9,6,left,3,both,6,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_032,face_9,right,5,8,left,3,both,6,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_032,face_10,both,6,3,right,5,left,9,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_032,face_10,left,9,9,right,5,left,9,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_032,face_10,right,1,3,right,5,left,9,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_032,face_11,both,2,9,left,5,neither,5,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_032,face_11,left,4,6,left,5,neither,5,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_032,face_11,right,5,9,left,5,neither,5,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_032,face_12,both,5,9,left,7,neither,9,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_032,face_12,left,2,5,left,7,neither,9,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_032,face_12,right,2,6,left,7,neither,9,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_032,face_13,both,1,5,right,6,left,6,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_032,face_13,left,1,2,right,6,left,6,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_032,face_13,right,6,4,right,6,left,6,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_032,face_14,both,7,1,neither,4,neither,5,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_032,face_14,left,4,6,neither,4,neither,5,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_032,face_14,right,4,6,neither,4,neither,5,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_032,face_15,both,6,4,neither,8,right,5,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_032,face_15,left,8,2,neither,8,right,5,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_032,face_15,right,7,1,neither,8,right,5,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
